Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Protocol,Experimental Condition [Imaging Type],Comment [Gene Identifier] 1,Comment [Gene Symbol] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 2,Comment [Genetic Background],Comment [Genetic Background Identifier],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels,Comment [Experimental Conclusion]
Figure 8 - Supplement 1C,171102_LeadingEdgeDeletionPSMMovies_Round2_17_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/C - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 1C,171102_LeadingEdgeDeletionPSMMovies_Round2_17_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/C - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 1C,171102_LeadingEdgeDeletionPSMMovies_Round2_17_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/C - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 1C,171102_LeadingEdgeDeletionPSMMovies_Round2_17_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/C - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 2A,170726_MoreDeletionMovies_01_15_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/A - ady3-delete irc10-delete Nup170-GFP Htb1-mCherry,Deconvolved,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 2A,170726_MoreDeletionMovies_01_15_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/A - ady3-delete irc10-delete Nup170-GFP Htb1-mCherry,Raw,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 2A,170726_MoreDeletionMovies_01_15_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/A - ady3-delete irc10-delete Nup170-GFP Htb1-mCherry,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 2A,170726_MoreDeletionMovies_01_15_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/A - ady3-delete irc10-delete Nup170-GFP Htb1-mCherry,Reference,Bright-field,The leading edge complex members Ady3 and Irc10 are required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 2B,171101_LeadingEdgeDeletionPSMMovies01_32_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/B - ady3-delete irc10-delete yeGFP-Spo20 Htb1-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 2B,171101_LeadingEdgeDeletionPSMMovies01_32_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/B - ady3-delete irc10-delete yeGFP-Spo20 Htb1-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 2B,171101_LeadingEdgeDeletionPSMMovies01_32_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/B - ady3-delete irc10-delete yeGFP-Spo20 Htb1-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 2B,171101_LeadingEdgeDeletionPSMMovies01_32_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/B - ady3-delete irc10-delete yeGFP-Spo20 Htb1-mCherry,Reference,Bright-field,The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 2C,171102_LeadingEdgeDeletionPSMMovies_Round2_32_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/C - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 2C,171102_LeadingEdgeDeletionPSMMovies_Round2_32_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/C - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 2C,171102_LeadingEdgeDeletionPSMMovies_Round2_32_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/C - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 8 - Supplement 2C,171102_LeadingEdgeDeletionPSMMovies_Round2_32_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8 - Supplement 2/C - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,The leading edge complex members Ady3 and Irc10 are required for proper gamete plasma membrane formation and nucleoporin sequestration in young cells.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_41_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Deconvolved,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_41_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Raw,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_MAX_12052017_Hsp104Htb1plusminusSpo21meiosis01_41_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Deconvolved z-projected,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_41_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Reference,Bright-field,Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_40_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Deconvolved,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_40_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Raw,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_40_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Deconvolved z-projected,"FITC = Hsp104-eGFP, mCherry = Htb1-mCherry",Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9A,9A_12052017_Hsp104Htb1plusminusSpo21meiosis01_40_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YLL026W,Hsp104,YDR224C,Htb1,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9/Figure 9A,Reference,Bright-field,Protein aggregates in aged spo21Δ cells often associate with dividing chromosomes during anaphase II.
Figure 9C,9C_02022018_Nsr1Htb1Spo21_13_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Deconvolved,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_02022018_Nsr1Htb1Spo21_13_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Raw,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_MAX_02022018_Nsr1Htb1Spo21_zproj_13_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_02022018_Nsr1Htb1Spo21_13_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Reference,Bright-field,Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_02022018_Nsr1Htb1Spo21_15_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Deconvolved,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_02022018_Nsr1Htb1Spo21_15_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Raw,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_MAX_02022018_Nsr1Htb1Spo21_zproj_15_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Htb1-mCherry",Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9C,9C_02022018_Nsr1Htb1Spo21_15_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YDR224C,Htb1,spo21Δ, YOL091W,SGD,/Figure 9/Figure 9C,Reference,Bright-field,Nucleolar material in young spo21Δ cells often associate with dividing chromosomes during anaphase II. 
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_13_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Deconvolved,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_13_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Raw,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_MAX_10062017_Nup170Hsp104spo21Meiosis01_13_R3D_D3Dzproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_13_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Reference,Bright-field,Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Deconvolved,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Raw,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_MAX_10062017_Nup170Hsp104spo21Meiosis01_03_R3D_D3Dzproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry",Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 1,9S1_10062017_Nup170Hsp104spo21Meiosis01_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ; spo21Δ,YER109C; YOL091W,SGD,/Figure 9 - Supplement 1,Reference,Bright-field,Protein aggregates in aged spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_MAX_12302107_Nup49Nsr1plusminusSpo21_02_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Reference,Bright-field,Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_MAX_12302107_Nup49Nsr1plusminusSpo21_zproj_03_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry",Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
Figure 9 - Supplement 2,9S2_12302107_Nup49Nsr1plusminusSpo21_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YGL172W,Nup49,spo21Δ, YOL091W,SGD,/Figure 9 - Supplement 2,Reference,Bright-field,Nucleolar material in young spo21Δ cells colocalize with the nucleoporin Nup170 during the meiotic divisions.
